enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
6470.0,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,34.0,0.0
11182.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,35.0,0.0
30991.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,168.0,0.0
156.0,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,Funded Startup,2,56.0,0.0
27900.0,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,2,28.0,1.0
10801.0,city_83,0.923,Female,Has relevent experience,no_enrollment,Masters,Humanities,4,100-500,Public Sector,2,48.0,0.0
5711.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,162.0,0.0
31581.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-500,Pvt Ltd,1,100.0,0.0
26304.0,city_54,0.856,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,Pvt Ltd,1,83.0,0.0
13052.0,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,192.0,1.0
5642.0,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,31.0,0.0
18022.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,4,46.0,0.0
25206.0,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,2,149.0,0.0
8067.0,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,27.0,0.0
7985.0,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,57.0,0.0
14040.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,56.0,0.0
9879.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,67.0,0.0
20780.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,3,34.0,0.0
891.0,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,never,26.0,0.0
22626.0,city_104,0.924,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,86.0,0.0
1209.0,city_97,0.925,Male,No relevent experience,no_enrollment,Phd,STEM,>20,Oct-49,Pvt Ltd,>4,69.0,0.0
