enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
31890.0,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,28.0,0.0
3199.0,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,10,1000-4999,NGO,3,16.0,0.0
14693.0,city_159,0.843,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,70.0,0.0
27273.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,104.0,0.0
4033.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,32.0,0.0
6072.0,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,100.0,0.0
4533.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,66.0,0.0
348.0,city_13,0.8270000000000001,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,4,26.0,0.0
24658.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,1,26.0,0.0
10187.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,72.0,0.0
17025.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,3.0,0.0
26292.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,20.0,0.0
10672.0,city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,NGO,3,48.0,0.0
23937.0,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,90.0,0.0
6022.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,60.0,0.0
4406.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,51.0,1.0
7783.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,240.0,1.0
22766.0,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,>4,20.0,0.0
27272.0,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,50-99,NGO,1,39.0,0.0
2304.0,city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Oct-49,Pvt Ltd,4,310.0,0.0
21599.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,1,47.0,0.0
19454.0,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,172.0,1.0
32265.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,35.0,0.0
4077.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,6,10000+,Pvt Ltd,4,23.0,0.0
24567.0,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,20.0,1.0
7927.0,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,never,38.0,0.0
20353.0,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,15,Oct-49,Pvt Ltd,1,9.0,1.0
15848.0,city_150,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,NGO,1,65.0,0.0
4568.0,city_13,0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,62.0,0.0
30386.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,45.0,0.0
32463.0,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,10.0,0.0
13668.0,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Funded Startup,1,33.0,0.0
27175.0,city_25,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,1,111.0,0.0
