enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
16418.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,3,84.0,0.0
1828.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,12.0,1.0
29365.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,242.0,0.0
12421.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Oct-49,Pvt Ltd,1,48.0,1.0
1888.0,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,>4,31.0,1.0
11772.0,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,1,15.0,1.0
21033.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,21.0,0.0
31357.0,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,>4,50.0,0.0
12933.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,9,10000+,Pvt Ltd,1,61.0,0.0
5418.0,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,100-500,Public Sector,1,4.0,0.0
21678.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,154.0,0.0
18823.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,24.0,0.0
16644.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Oct-49,Pvt Ltd,2,92.0,0.0
6266.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,152.0,0.0
4348.0,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,20.0,0.0
25742.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,>4,14.0,0.0
25591.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,2,44.0,1.0
23508.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Oct-49,Pvt Ltd,1,22.0,0.0
22603.0,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,<10,Pvt Ltd,1,114.0,0.0
27519.0,city_53,0.74,Female,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,4,126.0,0.0
15650.0,city_26,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,24.0,0.0
6788.0,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,102.0,0.0
28760.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,1,50.0,1.0
3497.0,city_61,0.913,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,23.0,0.0
17297.0,city_150,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,12,10000+,Pvt Ltd,>4,27.0,0.0
30379.0,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Funded Startup,2,122.0,0.0
6497.0,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,13.0,0.0
6961.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,161.0,0.0
4356.0,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,1,95.0,0.0
2755.0,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,6.0,0.0
27020.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,17,10000+,Pvt Ltd,>4,43.0,0.0
14910.0,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,14,10000+,Pvt Ltd,>4,98.0,0.0
26605.0,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,Oct-49,Pvt Ltd,>4,45.0,0.0
11450.0,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Public Sector,>4,48.0,0.0
16610.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,4,260.0,0.0
33203.0,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,40.0,0.0
8828.0,city_62,0.645,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,96.0,0.0
24122.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,284.0,0.0
3663.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,86.0,0.0
7542.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,58.0,0.0
11745.0,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,7,500-999,Public Sector,never,25.0,0.0
22220.0,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,192.0,0.0
25307.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,162.0,1.0
26991.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Oct-49,Early Stage Startup,1,15.0,0.0
6157.0,city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,12,<10,Funded Startup,1,51.0,0.0
9018.0,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,91.0,1.0
25148.0,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,2,174.0,0.0
10540.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,1,11.0,0.0
21451.0,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,82.0,0.0
24037.0,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,4,31.0,0.0
30668.0,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,106.0,0.0
9666.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,40.0,0.0
7640.0,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Pvt Ltd,3,304.0,0.0
10440.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,2.0,0.0
396.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Funded Startup,4,12.0,0.0
736.0,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,7.0,1.0
17425.0,city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,7,50-99,Pvt Ltd,1,65.0,0.0
1949.0,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Oct-49,Early Stage Startup,2,119.0,0.0
14459.0,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,4,113.0,0.0
18195.0,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,3,75.0,0.0
30402.0,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,20.0,0.0
3740.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,15.0,1.0
22966.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,84.0,0.0
9059.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,26.0,0.0
17362.0,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,Oct-49,Pvt Ltd,1,26.0,1.0
25500.0,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,NGO,3,266.0,0.0
