enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
27466,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,16,50-99,Pvt Ltd,2,50.0,0
19877,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,1,28.0,0
6646,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,wrong_value,0
21663,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,2,22.0,0
19806,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,39.0,0
16187,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,44.0,0
28002,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,100-500,NGO,>4,68.0,1
9624,city_136,0.897,UnknownGender,No relevent experience,no_enrollment,Phd,Humanities,19,100-500,NGO,1,74.0,0
16979,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Funded Startup,1,39.0,0
2069,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,>4,66.0,0
30561,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,62.0,1
5884,city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,3,8.0,0
27188,city_103,inf,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,43.0,0
8315,city_7,0.647,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,50-99,Pvt Ltd,1,113.0,0
14804,city_80,0.847,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,4,51.0,0
31396,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,1,64.0,0
5982,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,wrong_value,0
27841,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,1,55.0,0
3701,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,47.0,0
10887,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,80.0,0
10812,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,2,32.0,1
23291,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Funded Startup,1,wrong_value,0
16901,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,14.0,0
31583,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,60.0,0
32509,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,1,42.0,0
2548,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,54.0,0
16501,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,>4,21.0,0
615,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,Pvt Ltd,1,141.0,0
4812,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,>4,inf,0
10876,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,67.0,0
28260,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,40.0,0
31071,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,2,31.0,0
32064,city_167,0.921,Male,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Public Sector,1,48.0,0
14179,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Public Sector,2,78.0,1
24909,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,31.0,1
25577,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,5,1000-4999,Pvt Ltd,1,54.0,0
33211,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,100-500,Pvt Ltd,>4,10.0,0
30062,city_16,0.91,Female,No relevent experience,Full time course,Masters,STEM,15,50-99,Public Sector,3,33.0,0
19926,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,1,22.0,0
9640,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,143.0,0
8059,city_61,0.913,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,1,18.0,0
30830,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,37.0,0
6634,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,78.0,0
15178,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,80.0,0
17152,city_103,0.92,UnknownGender,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,26.0,0
14803,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,18.0,0
27913,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,3,47.0,0
26686,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,77.0,0
20341,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,47.0,0
7205,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,102.0,0
5,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Early Stage Startup,1,12.0,0
3932,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,20.0,0
30999,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,5000-9999,Pvt Ltd,3,55.0,1
24004,city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,3,60.0,0
8374,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Funded Startup,2,56.0,0
4072,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Public Sector,1,20.0,0
28104,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,11,50-99,Pvt Ltd,2,82.0,0
16919,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,21.0,0
5195,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,74.0,0
3981,city_103,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,23.0,0
8611,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,188.0,1
8219,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,2,42.0,1
27421,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,43.0,1
17877,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,57.0,1
16384,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,2,-10,0
25340,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,never,147.0,0
2758,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,13,<10,Pvt Ltd,never,60.0,0
5952,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,>4,54.0,1
25301,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,3,50-99,Public Sector,3,156.0,0
33047,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,18.0,0
19063,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,76.0,1
20276,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,308.0,0
31868,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,1,6.0,0
13229,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,72.0,0
6854,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Funded Startup,2,26.0,0
32170,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,56.0,0
11039,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,56.0,0
19307,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,24.0,0
14569,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,2,68.0,1
6186,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,4,151.0,0
16754,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,57.0,0
32885,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,Pvt Ltd,2,7.0,0
26878,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Funded Startup,2,9.0,1
32714,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,Other,5,Oct-49,Early Stage Startup,1,9.0,1
31614,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,102.0,0
1782,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,20.0,0
9818,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,2,24.0,0
5107,city_103,1000.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,143.0,0
19456,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,2,48.0,1
17063,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,28.0,0
19258,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,1,5.0,0
7649,city_158,0.7659999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,2,92.0,1
26412,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,>4,76.0,0
11885,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,59.0,0
20195,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,>4,136.0,0
19377,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,3.0,0
32816,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,4,40.0,1
31830,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,Other,10,5000-9999,Public Sector,1,7.0,0
6594,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Other,14,<10,Pvt Ltd,1,64.0,0
27866,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,31.0,0
31931,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,never,57.0,0
12504,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,Funded Startup,2,83.0,1
9853,city_176,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Funded Startup,1,45.0,0
4583,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,4,7.0,0
4861,city_179,0.512,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,51.0,1
8303,city_13,0.8270000000000001,Female,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,130.0,0
11271,city_30,0.698,UnknownGender,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,2,6.0,0
1428,city_102,0.804,Female,No relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,72.0,0
18424,city_98,0.949,Male,No relevent experience,no_enrollment,Masters,No Major,>20,5000-9999,Public Sector,3,22.0,0
5103,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,1,108.0,0
380,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,1,110.0,0
32653,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,2,55.0,0
15405,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,51.0,0
26346,city_16,0.91,UnknownGender,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,9.0,0
5176,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,2,46.0,1
19709,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Oct-49,Pvt Ltd,>4,21.0,0
18620,city_40,0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,14,1000-4999,Pvt Ltd,never,52.0,0
