enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
17473.0,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,96.0,0.0
18433.0,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,2,65.0,0.0
19743.0,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,1,41.0,0.0
10231.0,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Early Stage Startup,2,22.0,0.0
14949.0,city_71,0.884,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,Oct-49,NGO,1,39.0,0.0
9096.0,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,28.0,1.0
28215.0,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Funded Startup,2,46.0,0.0
18054.0,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,11.0,0.0
22087.0,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,10.0,0.0
73.0,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,53.0,0.0
27035.0,city_167,0.921,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,1,10.0,0.0
10731.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,39.0,0.0
30714.0,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,64.0,0.0
27618.0,city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,9,100-500,Public Sector,1,45.0,1.0
32675.0,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,2,158.0,0.0
