prediction,probability
0,0.19
0,0.005
0,0.02
0,0.08
0,0.03
0,0.175
0,0.19
0,0.25
1,0.69
0,0.005
1,0.695
0,0.05
0,0.025
0,0.0
1,0.725
1,0.885
0,0.025
1,0.5298626171971434
0,0.195
0,0.035
0,0.07
1,0.635
0,0.06
0,0.01
0,0.01
0,0.02
0,0.04
0,0.065
0,0.035
0,0.145
0,0.05
0,0.14
0,0.09
0,0.015
0,0.01
0,0.0
0,0.025
0,0.06
0,0.025
0,0.01
0,0.05
1,0.785
0,0.01
0,0.005
0,0.0
0,0.02
0,0.005
1,0.69
0,0.075
0,0.03
0,0.03
0,0.035
0,0.005
0,0.0
0,0.03
0,0.014093496783498112
0,0.025
0,0.175
0,0.045
0,0.015
0,0.045
0,0.04
0,0.045
0,0.01
0,0.0
1,0.75
0,0.005
0,0.015
1,0.95
0,0.07
0,0.0
0,0.0
0,0.01
0,0.01
0,0.05
0,0.015
0,0.18
0,0.005
0,0.01
0,0.03
0,0.02
0,0.045
1,0.67
1,0.68
0,0.025
0,0.055
0,0.015
0,0.015
0,0.015
0,0.025
0,0.005
0,0.005
0,0.005
0,0.07
0,0.02
0,0.03
1,0.78
0,0.025
1,0.86
0,0.02
0,0.2
0,0.06
0,0.06
0,0.005
1,0.95
0,0.085
0,0.01
0,0.21
0,0.005
0,0.01
0,0.015
0,0.07
1,0.845
0,0.03
0,0.025
0,0.055
1,0.69
0,0.02
0,0.065
0,0.125
0,0.02
0,0.12
0,0.02
0,0.2587532623447124
0,0.045
0,0.125
0,0.02
0,0.225
0,0.035
0,0.005
0,0.115
0,0.035
0,0.015
0,0.025
0,0.29
0,0.24
0,0.04
1,0.6
0,0.09
0,0.01
0,0.265
0,0.075
0,0.005
0,0.15
0,0.025
0,0.035
0,0.1
0,0.025
0,0.075
0,0.1830041779820347
0,0.05
0,0.015
0,0.05
0,0.185
0,0.095
0,0.21
1,0.875
0,0.075
1,0.945
0,0.0
1,0.905
0,0.035
0,0.02
1,0.66
0,0.005
0,0.055
0,0.215
0,0.035
0,0.045
1,0.62
0,0.15
0,0.04
0,0.035
0,0.02
0,0.04
0,0.03
0,0.015
0,0.12
0,0.045
1,0.66
1,0.69
0,0.035
0,0.03
1,0.7930411063472169
0,0.005
0,0.06
1,0.865
0,0.035
0,0.01
0,0.015
0,0.265
0,0.055
0,0.02
0,0.2
1,0.66
0,0.01
1,0.78
0,0.0037532623447123913
0,0.01
0,0.015
0,0.11
0,0.05
0,0.245
0,0.03
0,0.05
1,0.655
0,0.035
0,0.01
0,0.06
0,0.01
0,0.015
0,0.04
0,0.015
1,0.945
1,0.625
0,0.0
1,0.85
0,0.07
1,0.7
1,0.945
0,0.07
0,0.115
0,0.045
0,0.035
0,0.03
0,0.005
0,0.035
0,0.025
0,0.08
0,0.015
0,0.04
0,0.045
0,0.03
0,0.06
0,0.0
0,0.015
0,0.12
0,0.045
0,0.075
0,0.115
0,0.05
1,0.615
0,0.235
0,0.04
0,0.105
1,0.695
0,0.09
0,0.06
0,0.01
0,0.005
1,0.89
0,0.0
0,0.0
1,0.79
0,0.025
1,0.795
0,0.055
0,0.175
0,0.01
0,0.015
0,0.045
0,0.265
0,0.01
0,0.035
0,0.09
0,0.028753262344712392
0,0.055
0,0.065
0,0.035
0,0.005
0,0.015
0,0.205
1,0.835
0,0.01
0,0.025
0,0.11
0,0.035
0,0.01
1,0.81
0,0.005
0,0.13
0,0.01
0,0.115
0,0.05
1,0.69
0,0.005
1,0.685
0,0.005
0,0.085
1,0.925
0,0.125
1,0.855
0,0.005
0,0.005
1,0.725
0,0.005
0,0.038753262344712394
0,0.005
0,0.015
0,0.045
0,0.13
0,0.03
0,0.05
0,0.02
0,0.165
0,0.06
0,0.045
0,0.005
0,0.055
0,0.01
0,0.1
0,0.025
0,0.045
1,0.6
0,0.045
0,0.025
0,0.0
0,0.045
1,0.77
0,0.09
0,0.215
0,0.035
0,0.165
1,0.7
0,0.02
0,0.03
0,0.335
0,0.01
0,0.01
0,0.0
0,0.05
0,0.0
0,0.055
0,0.05
0,0.24
0,0.18
0,0.01
0,0.285
1,0.69
0,0.045
0,0.125
0,0.11
1,0.645
0,0.015
0,0.105
0,0.03
0,0.005
0,0.0
0,0.01
0,0.08
0,0.03428784400250455
0,0.015
0,0.02
0,0.06
0,0.005
0,0.03
0,0.055
0,0.025
0,0.01
0,0.03
0,0.245
1,0.9
1,0.8775065246894248
0,0.0
0,0.145
0,0.19
0,0.03
0,0.04
0,0.065
0,0.015
1,0.6061854607883856
0,0.05
0,0.07
0,0.015
1,0.785
0,0.015
0,0.265
0,0.01
0,0.015
1,0.58
0,0.035
0,0.065
0,0.01
0,0.045
1,0.685
0,0.045
0,0.03
0,0.19
0,0.34
0,0.0737532623447124
0,0.095
0,0.085
0,0.0
0,0.145
0,0.075
0,0.09375326234471239
0,0.315
0,0.165
0,0.165
0,0.025
0,0.085
0,0.025
0,0.04
0,0.015
1,0.68
0,0.01
1,0.87
0,0.015
1,0.685
0,0.09
0,0.04
0,0.065
0,0.015
1,0.81
1,0.72
0,0.15
0,0.06
0,0.24
0,0.01
0,0.04
0,0.09
0,0.01
0,0.01
0,0.02
1,0.655
0,0.03
0,0.075
1,0.675
0,0.03
0,0.055
1,0.99
0,0.03
0,0.155
0,0.02
0,0.045
1,0.755
1,0.67
1,0.92
0,0.04
0,0.0
1,0.7
0,0.125
0,0.055
0,0.03
0,0.015
0,0.015
0,0.095
