prediction,probability
0,0.06
0,0.005
0,0.21
0,0.03
0,0.19
1,0.625
0,0.03
0,0.06
1,0.81
0,0.08
0,0.01
0,0.1
0,0.04
0,0.07
0,0.005
0,0.015
1,0.79
0,0.025
0,0.1179827088317153
0,0.01
0,0.0
0,0.015
0,0.03
0,0.035
0,0.06
0,0.07
0,0.025
0,0.105
1,0.665
1,0.935
0,0.01
0,0.025
0,0.2
0,0.005
0,0.265
0,0.03
0,0.01
0,0.2527690951067642
0,0.024287844002504545
0,0.005
0,0.03
0,0.055
0,0.0
0,0.005
0,0.16
0,0.045
0,0.005
0,0.065
0,0.005
0,0.10409349678349811
1,0.72
1,0.87
1,0.955
1,0.7
0,0.02
0,0.025
0,0.01
1,0.865
0,0.09
0,0.005900385280601788
1,0.6040189998747295
0,0.08875326234471238
0,0.015
0,0.007292021984539223
0,0.13
0,0.24
0,0.015
1,0.895
0,0.21
0,0.005
0,0.02
1,0.565
1,0.825
0,0.005
0,0.015
0,0.05
0,0.025
1,0.8
0,0.045
0,0.005
1,0.785
0,0.015
0,0.02
0,0.145
0,0.045
0,0.035
0,0.005
0,0.085
0,0.025
0,0.025
0,0.02
0,0.045
0,0.025
0,0.035
0,0.175
0,0.055
0,0.015
1,0.835
0,0.055
0,0.135
0,0.09
0,0.01
0,0.075
1,0.645
1,0.72
0,0.06
0,0.02
0,0.005
1,0.805
0,0.01
0,0.01
0,0.03
0,0.055
0,0.03
1,0.72
0,0.015
0,0.095
0,0.025
1,0.88
0,0.01
0,0.005
0,0.07928784400250455
1,0.66
0,0.045
0,0.125
0,0.045
0,0.165
0,0.03
0,0.045
1,0.79
0,0.04
0,0.04
0,0.05
0,0.085
0,0.015
0,0.02
0,0.0
1,0.87
1,0.87
0,0.055
0,0.04
0,0.04
0,0.21
0,0.02
0,0.03
0,0.18
0,0.05
0,0.005
0,0.23
0,0.115
0,0.08
0,0.03
1,0.68
0,0.005
0,0.3143348690386201
0,0.055
0,0.02
1,0.64
0,0.06
0,0.005
0,0.025
0,0.115
0,0.045
1,0.89
0,0.055
0,0.0
0,0.115
0,0.0
1,0.895
0,0.135
1,0.92
0,0.01
0,0.215
0,0.075
0,0.06
0,0.01
0,0.025
0,0.0
0,0.175
0,0.0
0,0.01
0,0.055
0,0.08
0,0.04
0,0.01
0,0.075
0,0.01
0,0.225
0,0.05
0,0.05
1,0.975
0,0.005
0,0.1
0,0.09
1,0.9317574403267471
0,0.085
0,0.085
0,0.005
1,0.85
0,0.07
0,0.08
0,0.14
0,0.03
0,0.005
0,0.02209046328221964
0,0.03
0,0.0
0,0.01
0,0.07
1,0.61
0,0.015
1,0.59
0,0.005
0,0.005
0,0.035
0,0.02
0,0.04
0,0.035
0,0.11
0,0.05
0,0.12
0,0.135
0,0.045
0,0.26
0,0.035
0,0.005
0,0.025
0,0.1
0,0.059287844002504544
1,0.72
0,0.025
0,0.0
0,0.02
0,0.23
0,0.025
0,0.16
1,0.7133372009375073
0,0.02
0,0.02
0,0.005
0,0.175
0,0.185
0,0.01
0,0.315
0,0.015
0,0.035
0,0.075
0,0.03
1,0.65
0,0.01
0,0.06
0,0.01
0,0.01
0,0.09
0,0.0
0,0.0
0,0.05
0,0.04
0,0.035
1,0.65
0,0.125
0,0.02
0,0.045
0,0.055
0,0.02
1,0.805
0,0.025
0,0.025
0,0.005
0,0.005
1,0.92
0,0.0
0,0.19
0,0.0
0,0.01
0,0.09
0,0.01
0,0.155
0,0.005
0,0.075
0,0.305
0,0.03
0,0.035
0,0.02
0,0.015
0,0.015
0,0.025
0,0.015
1,0.7
0,0.0
0,0.005
0,0.04
0,0.09
0,0.135
0,0.035
0,0.025
0,0.0
1,0.67
0,0.02
0,0.085
0,0.035
1,0.715
0,0.01
0,0.045
0,0.02
0,0.025
1,0.965
0,0.035
0,0.025
0,0.025
0,0.04
0,0.015
0,0.02
0,0.053753262344712394
0,0.065
0,0.01
0,0.035
0,0.02
0,0.035
0,0.015
0,0.03
0,0.02
0,0.115
0,0.02
0,0.075
0,0.015
0,0.01
0,0.005
0,0.0
0,0.01
0,0.0
0,0.03
0,0.01
1,0.645
1,0.875
0,0.045
0,0.04
0,0.155
0,0.065
0,0.055
0,0.015
1,0.86
0,0.095
0,0.09
0,0.145
0,0.275
1,0.58
0,0.015
0,0.02
0,0.01
0,0.035
1,0.67
1,0.695
0,0.02
1,0.67
0,0.045
0,0.32
0,0.005
0,0.025
0,0.025
0,0.1
0,0.13
1,0.61
0,0.005
0,0.005
0,0.03
1,0.785
0,0.1
0,0.045
0,0.015
0,0.025
0,0.02
0,0.0
1,0.665
0,0.04
0,0.015
0,0.065
0,0.01
0,0.03
0,0.01
0,0.025
