prediction,probability
0,0.08
0,0.15
0,0.005
0,0.04
1,0.62
0,0.025
0,0.305
1,0.895
0,0.025
0,0.05
0,0.18
0,0.07
1,0.925
0,0.015
0,0.02
0,0.01
0,0.0821223624064507
0,0.0
0,0.005
0,0.04
0,0.05
0,0.035
0,0.005
1,0.655
0,0.055
0,0.05
0,0.015
1,0.625
0,0.05
0,0.10515130091792407
0,0.025
0,0.03
1,0.685
0,0.1
0,0.07
0,0.025
0,0.035
1,0.9
0,0.01
0,0.055
1,0.805
0,0.03
0,0.35
0,0.005
1,0.725
0,0.01
0,0.23
0,0.13
0,0.075
0,0.035
0,0.055
0,0.2176942360775156
0,0.03
0,0.08
0,0.025
0,0.015
1,0.87
0,0.005
0,0.08
0,0.005
0,0.005
0,0.04
0,0.115
1,0.73
0,0.03
0,0.055
1,0.8
1,0.65
0,0.02
0,0.235
0,0.215
0,0.02
0,0.015
0,0.05
0,0.065
1,0.645
0,0.095
0,0.02
0,0.21
0,0.025
1,0.89
1,0.685
0,0.065
0,0.055
0,0.03
0,0.19
0,0.34
0,0.07
0,0.05
0,0.08
0,0.035
0,0.035
1,0.685
1,0.685
0,0.045
0,0.015
0,0.085
0,0.065
0,0.01
0,0.035
0,0.04
0,0.035
0,0.025
0,0.015
0,0.015
1,0.58
0,0.01
0,0.02
1,0.95
0,0.015
0,0.05
0,0.02
0,0.005
0,0.025
0,0.07
1,0.655
0,0.025
0,0.005
0,0.02
0,0.115
0,0.02
0,0.13
1,0.91
0,0.18
0,0.01
0,0.01
1,0.815
0,0.01
0,0.01
0,0.28
0,0.22
0,0.245
0,0.135
0,0.0
0,0.015
0,0.02
0,0.015
0,0.03
0,0.14
0,0.08
0,0.105
0,0.03
0,0.2630041779820347
0,0.0
1,0.685
0,0.0
1,0.67
0,0.005
0,0.025
0,0.045
0,0.025
0,0.04
0,0.03
0,0.03
0,0.045
0,0.045
0,0.04
0,0.1924511558690617
0,0.015
0,0.07
0,0.015
0,0.045
0,0.43599897480880156
0,0.04
0,0.045
0,0.005
0,0.125
0,0.07
0,0.245
0,0.095
0,0.09
0,0.1
0,0.0
0,0.015
0,0.07
0,0.005
0,0.05
0,0.02
0,0.025
0,0.04
0,0.005
0,0.21
1,0.78
0,0.035
1,0.725
1,0.875
0,0.025
0,0.0
0,0.03
0,0.005
0,0.0
0,0.115
0,0.03
0,0.025
0,0.195
0,0.045
0,0.005
0,0.19
0,0.015
0,0.03
0,0.2
1,0.82
0,0.015
0,0.08
1,0.95
0,0.01
0,0.16
1,0.645
0,0.07
0,0.0
0,0.025
0,0.21
0,0.07
0,0.0
0,0.04
1,0.905
0,0.0
1,0.89
0,0.035
1,0.715
0,0.075
0,0.06
0,0.075
0,0.045
1,0.92
0,0.25
0,0.075
0,0.005
1,0.91
1,0.695
0,0.045
0,0.02
0,0.015
0,0.175
0,0.01
0,0.005
0,0.065
0,0.0
1,0.9
1,0.8
0,0.025
0,0.055
0,0.01
0,0.04
1,0.575
0,0.305
0,0.005
0,0.005
0,0.005
0,0.015
0,0.04
0,0.0
0,0.035
0,0.025
1,0.685
0,0.06
0,0.035
0,0.055
0,0.175
1,0.91
0,0.01
0,0.02
1,0.995
0,0.025
0,0.005
1,0.67
1,0.85
0,0.02
0,0.26
0,0.04
0,0.18
0,0.02
1,0.755
0,0.17
0,0.025
0,0.2
1,0.77
0,0.01
0,0.025
0,0.015
0,0.02
0,0.285
0,0.06428784400250455
0,0.055
0,0.265
0,0.09072281094089849
0,0.075
0,0.015
0,0.085
1,0.935
1,0.82
0,0.015
0,0.24
0,0.025
0,0.085
1,0.795
1,0.77
0,0.015
0,0.02
0,0.025
0,0.02
0,0.005
0,0.035
0,0.04
0,0.03
1,0.765
0,0.03
1,0.74
0,0.025
0,0.02
0,0.17
0,0.215
0,0.045
0,0.015
1,0.65
1,0.68
1,0.87
0,0.02
0,0.145
1,0.625
0,0.03
0,0.125
0,0.035
0,0.05
0,0.1262576159250969
0,0.335
0,0.01
0,0.115
0,0.04
0,0.035
0,0.018004177982034675
0,0.105
1,0.8942878440025046
0,0.01
0,0.015
0,0.04
0,0.005
1,0.7
1,0.925
0,0.005
0,0.0
0,0.03
0,0.04
0,0.02
1,0.7492878440025046
0,0.05250652468942478
0,0.21
0,0.025
0,0.005
0,0.015
0,0.0
0,0.01
0,0.03
0,0.02
0,0.005
0,0.06
0,0.035
0,0.105
0,0.025
0,0.13
0,0.045
0,0.03
0,0.06
0,0.02
1,0.765
0,0.22
0,0.015
0,0.03
0,0.025
0,0.025
0,0.05
0,0.045
0,0.005
0,0.0
0,0.115
0,0.04
0,0.015
0,0.07
0,0.065
0,0.055
0,0.055
1,0.79
0,0.11
0,0.01
0,0.03
0,0.01
0,0.0
0,0.015
0,0.105
0,0.04
0,0.03
0,0.05
0,0.005
0,0.015
0,0.005
0,0.045
0,0.075
0,0.03
0,0.04
0,0.095
1,0.765
0,0.075
1,0.69
0,0.05
0,0.055
0,0.1437532623447124
0,0.14
1,0.68
0,0.015
1,0.68
0,0.01
0,0.02
1,0.8
0,0.03
0,0.01
0,0.015
0,0.04
0,0.03
1,0.67
0,0.0
0,0.105
0,0.02
0,0.005
0,0.1
0,0.025
0,0.11
0,0.025
0,0.105
0,0.08
0,0.05
0,0.015
0,0.055
0,0.06
1,0.845
0,0.05
0,0.0
0,0.005
1,0.75
0,0.045
0,0.045
0,0.1
0,0.025
0,0.015
0,0.095
0,0.225
0,0.095
0,0.06
0,0.255
