prediction,probability
0,0.015
0,0.01
0,0.02
0,0.05
0,0.2610083559640694
0,0.06
0,0.025
1,0.665
0,0.035
0,0.015
0,0.0
1,0.89
0,0.0
0,0.0
0,0.015
0,0.015
0,0.055
0,0.025
0,0.0
0,0.02
1,0.78
1,0.79
0,0.0
0,0.02
1,0.755
0,0.255
0,0.025
1,0.865
0,0.01
0,0.01
0,0.05
0,0.01
1,0.655
0,0.01
0,0.01
0,0.055
0,0.055
1,0.665
0,0.295
0,0.04
0,0.08
1,0.98
1,0.71
0,0.055
0,0.26
1,0.97
0,0.005
0,0.07
0,0.095
0,0.085
1,0.74
0,0.04
0,0.0
0,0.02
0,0.025
0,0.01
1,0.875
0,0.045
0,0.005
1,0.895
0,0.0
0,0.23
0,0.015
0,0.06
0,0.09
0,0.01
0,0.01
1,0.81
0,0.13
0,0.06
1,0.75
0,0.005
1,0.825
1,0.83
0,0.025
0,0.025
0,0.005
1,0.65
0,0.04
0,0.02
0,0.225
0,0.035
0,0.08
1,0.68
0,0.145
1,0.675
0,0.005
0,0.03
1,0.755
0,0.11
0,0.005
0,0.02
0,0.02
0,0.075
0,0.035
0,0.025
0,0.195
0,0.01
1,0.895
1,0.6737532623447123
0,0.01
0,0.005
0,0.01
1,0.725
0,0.0
0,0.025
0,0.03
0,0.155
0,0.15
0,0.005
0,0.005
0,0.065
1,0.89
0,0.0
0,0.055
0,0.025
0,0.13
0,0.015
0,0.025
0,0.045
0,0.22
0,0.045
0,0.005
0,0.35
0,0.01
0,0.055
0,0.005
0,0.015
0,0.04
0,0.0
0,0.01
0,0.0
0,0.035
0,0.05
1,0.79
1,0.6158509371102452
0,0.13
0,0.1
0,0.145
0,0.395
0,0.015
0,0.07
0,0.025
0,0.135
1,0.755
0,0.03
0,0.06
1,0.82
0,0.015
0,0.065
0,0.015
0,0.025
0,0.0
0,0.025
0,0.005
1,0.94
0,0.065
0,0.1
0,0.005
0,0.165
0,0.01
0,0.03
0,0.065
0,0.05
0,0.185
0,0.035
0,0.095
0,0.01
0,0.03
0,0.065
0,0.32
0,0.115
1,0.61
0,0.085
0,0.11
0,0.155
0,0.03
0,0.03
1,0.945
0,0.31
0,0.025
0,0.085
0,0.045
0,0.02
1,0.675
0,0.195
0,0.03
1,0.75
0,0.03
0,0.05
1,0.69
0,0.01
0,0.11
0,0.07
0,0.065
1,0.695
0,0.035
0,0.03
1,0.82
0,0.08
0,0.035
0,0.13
1,0.785
0,0.235
0,0.01563234560400262
0,0.01
0,0.04
0,0.015
0,0.1
0,0.085
0,0.225
0,0.07
0,0.045
0,0.02
0,0.025
0,0.11
0,0.035
0,0.02
0,0.05
0,0.03
0,0.02
0,0.065
0,0.045
0,0.07
0,0.095
0,0.02
0,0.015
0,0.045
0,0.09
0,0.03
1,0.645
0,0.0
0,0.04
0,0.0
0,0.04
0,0.18
0,0.04
0,0.01
0,0.015
0,0.03
0,0.06
0,0.005
0,0.135
0,0.09
1,0.71
0,0.0
0,0.055
0,0.02
0,0.15
1,0.775
0,0.02
0,0.11
0,0.025
0,0.005
0,0.005
0,0.085
0,0.04
0,0.005
0,0.05
0,0.06
0,0.015
1,0.5253714879239401
0,0.015
0,0.025
0,0.07
0,0.01
0,0.02
0,0.02
0,0.02
0,0.035
0,0.005
0,0.07
0,0.005
0,0.02
0,0.015
0,0.025
1,0.795
0,0.175
0,0.045
0,0.01
1,0.875
0,0.0
0,0.055
0,0.045
0,0.01950156510851419
1,0.63
0,0.005
0,0.195
0,0.045
1,0.62
1,0.85
1,0.865
0,0.02
0,0.045
1,0.68
1,0.84
0,0.19
0,0.015
1,0.6825043535803846
0,0.02
0,0.085
0,0.12
0,0.01
0,0.015
0,0.015
0,0.01
0,0.02
0,0.035
0,0.015
0,0.04
0,0.0
0,0.07
0,0.04
0,0.045
1,0.705
0,0.02
0,0.03
0,0.05
0,0.075
0,0.205
0,0.03
0,0.055
0,0.01
0,0.025
0,0.015
0,0.19
0,0.01
0,0.02
0,0.105
0,0.045
0,0.015
0,0.045
0,0.16
0,0.01
1,0.7
0,0.145
0,0.08
1,0.81
0,0.27
0,0.005
1,0.635
0,0.04
0,0.015
0,0.005
0,0.015
0,0.005
0,0.01
0,0.04
0,0.02
0,0.0
0,0.055
0,0.025
0,0.055
0,0.015
0,0.02
0,0.07
0,0.025
0,0.02
1,0.825
0,0.045
0,0.05
0,0.03
0,0.07
0,0.015
0,0.0
0,0.02
0,0.015
0,0.04
1,0.785
1,0.885
1,0.675
0,0.035
0,0.01
0,0.055
0,0.005
0,0.295
1,0.9259277844045135
1,0.685
0,0.065
0,0.1
0,0.11800417798203468
0,0.005
0,0.03
1,0.875
1,0.695
0,0.005
0,0.12
0,0.06
0,0.005
0,0.1
0,0.03
0,0.01
1,0.905
0,0.015
0,0.13
0,0.01
0,0.015
1,0.685
1,0.665
0,0.065
1,0.665
0,0.01
0,0.08
0,0.01
0,0.205
0,0.02
0,0.004093496783498112
0,0.25
0,0.04
0,0.11
0,0.105
0,0.025
0,0.015
0,0.01
0,0.015
0,0.035
0,0.175
0,0.045
0,0.025
0,0.015
0,0.085
0,0.1
1,0.86
0,0.05
0,0.051757440326747076
0,0.005
1,0.675
0,0.065
0,0.305
0,0.095
0,0.05
1,0.875
0,0.02
0,0.08
0,0.075
0,0.025
0,0.075
0,0.33
0,0.055
1,0.795
1,0.68
0,0.02
0,0.075
0,0.03
0,0.055
0,0.08
1,0.895
0,0.165
