prediction,probability
0,0.2
0,0.065
0,0.035
0,0.035
0,0.005
0,0.08375326234471238
0,0.07
0,0.01
0,0.005
0,0.005
0,0.045
0,0.0
0,0.075
0,0.035
0,0.015
1,0.635
1,0.825
0,0.025
0,0.1
0,0.045
0,0.03
1,0.875
0,0.02
0,0.025
1,0.695
0,0.005
1,0.885
0,0.06
0,0.02
0,0.02
0,0.03
0,0.03
0,0.01
0,0.01
0,0.115
1,0.86
0,0.24928784400250453
0,0.025
0,0.04
0,0.075
0,0.155
0,0.01
0,0.115
0,0.025
0,0.05
1,0.9212597870341372
0,0.02
0,0.035
0,0.05
1,0.84
0,0.06
0,0.03
0,0.02
0,0.22
0,0.03
1,0.72
0,0.065
0,0.06
0,0.05
0,0.015
0,0.035
0,0.075
0,0.12
0,0.025
0,0.18
0,0.025
0,0.065
0,0.05
0,0.005
0,0.15
0,0.07
1,0.765
0,0.02
0,0.015
0,0.07
0,0.045
0,0.08
1,0.885
0,0.035
0,0.075
0,0.075
0,0.02
1,0.8
0,0.025
1,0.6242878440025045
0,0.005
0,0.33
0,0.005
1,0.885
0,0.1
0,0.01
0,0.26
0,0.03
0,0.06
0,0.005
0,0.04
0,0.05955910334350615
0,0.245
0,0.075
0,0.005
0,0.0
1,0.585
0,0.03
0,0.01
1,0.725
0,0.055
1,0.705
0,0.045
0,0.03
0,0.01
0,0.015
0,0.015
0,0.075
0,0.02
0,0.02
0,0.0
1,0.84
1,0.925
0,0.005
0,0.005
0,0.21
1,0.95
0,0.02
1,0.66
1,0.91
0,0.15
0,0.09
1,0.8983372009375072
0,0.045
0,0.15
0,0.015
1,0.8
1,0.96
0,0.01
0,0.075
0,0.035
1,0.825
0,0.035
1,0.725
0,0.01
0,0.01
1,0.705
0,0.06
0,0.035
0,0.295
0,0.035
0,0.05
0,0.015
0,0.09
0,0.045
0,0.045
0,0.005
0,0.015
0,0.01
0,0.005
0,0.035
0,0.05
1,0.665
0,0.015
0,0.01
0,0.095
0,0.09
0,0.05
0,0.01
0,0.165
0,0.005
0,0.085
0,0.02
0,0.005
0,0.015
0,0.02
0,0.09
0,0.005
0,0.005
1,0.66
0,0.045
1,0.81
0,0.015
0,0.005
0,0.03
0,0.01
0,0.005
0,0.0
0,0.005
0,0.035
0,0.1
0,0.165
0,0.015
0,0.008004177982034677
0,0.005
0,0.015
0,0.035
0,0.025
0,0.005
0,0.245
0,0.0
0,0.125
1,0.795
0,0.0
0,0.01
0,0.025
1,0.5061170834446621
1,0.66
0,0.005
1,0.725
0,0.13
0,0.08
0,0.065
0,0.035
1,0.855
0,0.03
0,0.025
0,0.015
0,0.0
0,0.025
1,0.745
0,0.04
0,0.075
0,0.025
0,0.03
0,0.055
0,0.055
0,0.15
0,0.0
0,0.055
1,0.695
0,0.0
0,0.06
0,0.005
0,0.045
0,0.06
0,0.045
0,0.02
0,0.015
0,0.005
1,0.94
0,0.085
0,0.04
0,0.24
0,0.035
1,0.96
0,0.04
0,0.03
0,0.005
0,0.01
0,0.03
0,0.005
0,0.01
0,0.03
0,0.02
1,0.745
0,0.005
0,0.03
0,0.02
0,0.045
0,0.02
1,0.79
0,0.21
0,0.025
1,0.755
1,0.575
0,0.02
0,0.0
1,0.87
1,0.76
0,0.05
0,0.06
1,0.6270904632822196
1,0.745
0,0.095
0,0.025
0,0.015
1,0.625
0,0.08
1,0.675
0,0.06
0,0.02
0,0.035
0,0.015
1,0.6984047388609863
0,0.05
0,0.01
0,0.01
0,0.04
0,0.04
0,0.085
0,0.05
0,0.0
0,0.095
0,0.06
0,0.005
0,0.02
0,0.035
1,0.84
0,0.025
0,0.01
0,0.03
0,0.025
1,0.79
1,0.675
1,0.66
0,0.015
0,0.02
1,0.805
0,0.01
0,0.045
0,0.035
0,0.005
0,0.085
0,0.05
1,0.71
0,0.035
1,0.905
1,0.607359229197039
0,0.07
0,0.01
0,0.08
0,0.325
0,0.05
1,0.685
0,0.055
0,0.12800417798203467
0,0.005
1,0.745
0,0.05
0,0.265
0,0.34
0,0.01
0,0.02
0,0.21
0,0.165
0,0.045
0,0.025
0,0.015
0,0.015
0,0.025
0,0.0
0,0.0
0,0.05
1,0.725
0,0.035
0,0.025
1,0.67
0,0.035
0,0.24
0,0.025
1,0.785
1,0.675
0,0.335
0,0.055
0,0.025
1,0.8624769870900016
0,0.035
0,0.18
0,0.05
0,0.02
0,0.05
1,0.64
0,0.02
0,0.08
1,0.865
0,0.1
0,0.13
0,0.19
0,0.045
0,0.055
0,0.005
0,0.015
0,0.035
1,0.695
1,0.82
0,0.055
1,0.845
0,0.02
0,0.175
0,0.005
0,0.03
0,0.03
0,0.05
0,0.21
0,0.015
0,0.04
1,0.975
0,0.22
1,0.905
0,0.01
1,0.69
0,0.035
0,0.025
1,0.79
0,0.04
0,0.04
0,0.065
1,0.87
0,0.05
0,0.14
0,0.055
0,0.025
0,0.045
0,0.06
1,0.785
0,0.035
0,0.055
0,0.005
0,0.045
0,0.02
0,0.055
0,0.065
0,0.155
0,0.045
0,0.03
1,0.945
0,0.05
0,0.11
1,0.675
1,0.705
0,0.04
1,0.74
0,0.015
0,0.04
0,0.11
0,0.06
0,0.105
0,0.05
0,0.0
0,0.0
1,0.78
0,0.0
0,0.095
0,0.03
0,0.04
0,0.065
0,0.03
1,0.6467574403267471
1,0.815
0,0.075
0,0.28
0,0.06
0,0.02
1,0.99
0,0.03
0,0.03
1,0.665
0,0.115
0,0.015
0,0.01
0,0.015
