prediction,probability
0,0.13
0,0.205
0,0.0
0,0.015
1,0.715
0,0.04
0,0.21
0,0.025
0,0.1
1,0.625
0,0.02
0,0.01
0,0.005
0,0.05
0,0.02
1,0.5293506109433743
0,0.0
0,0.02
0,0.09
0,0.035
0,0.035
0,0.23
0,0.115
0,0.015
0,0.055
0,0.06
1,0.765
0,0.115
0,0.055
0,0.15
0,0.05
0,0.035
0,0.095
1,0.835
0,0.015
1,0.77
0,0.36
0,0.055
0,0.1
0,0.16
1,0.685
0,0.065
0,0.055
0,0.005
1,0.725
0,0.005
1,0.6642878440025046
1,0.685
0,0.065
0,0.01
0,0.02
0,0.055
0,0.03
0,0.035
0,0.2
0,0.01
0,0.04
0,0.07
0,0.005
0,0.055
0,0.01
0,0.02
0,0.365
0,0.02
0,0.01
0,0.06
0,0.05
1,0.915
0,0.035
0,0.045
0,0.01
0,0.05
0,0.12
0,0.03
0,0.0
0,0.175
0,0.18
1,0.61
0,0.005
0,0.065
0,0.005
0,0.03
0,0.075
0,0.0
0,0.01
0,0.32
0,0.01
0,0.065
0,0.075
1,0.625
0,0.035
0,0.245
0,0.05
0,0.285
0,0.005
1,0.675
0,0.01
0,0.015
1,0.82
1,0.855
0,0.055
0,0.095
0,0.15
0,0.165
0,0.015
0,0.025
0,0.0
0,0.21
0,0.0
0,0.03
0,0.045
0,0.045
0,0.0
0,0.045
0,0.02
0,0.3254407135985764
0,0.04
0,0.0
0,0.005
1,0.61
0,0.01
0,0.02
0,0.005
0,0.08
0,0.04
0,0.215
0,0.095
0,0.035
0,0.045
0,0.005
0,0.025
1,0.625
0,0.01
0,0.065
1,0.845
0,0.22
0,0.02
0,0.005
0,0.28
0,0.025
0,0.015
1,0.86
0,0.01
0,0.025
0,0.085
0,0.025
0,0.06
0,0.0
0,0.01
0,0.015
0,0.0
0,0.185
0,0.01
0,0.025
1,0.735
0,0.155
0,0.005
0,0.015
0,0.225
0,0.13
0,0.025
0,0.015
1,0.73
0,0.095
0,0.01
0,0.015
0,0.02
0,0.28
0,0.02
0,0.035
0,0.08875326234471238
0,0.015
0,0.065
0,0.035
0,0.035
1,0.79
0,0.21089441986791485
1,0.85
0,0.015
0,0.025
0,0.04
0,0.025
0,0.105
0,0.008004177982034677
0,0.15375326234471237
0,0.005
1,0.745
1,0.795
0,0.05
0,0.015
0,0.22800417798203468
0,0.06
0,0.025
0,0.095
0,0.035
0,0.13
0,0.015
0,0.01
0,0.09
0,0.045
0,0.015
0,0.03
0,0.035
0,0.03
0,0.06
1,0.73
0,0.19
1,0.705
0,0.015
0,0.06
0,0.03
0,0.175
0,0.065
0,0.28
0,0.05
0,0.09
0,0.02
0,0.02
0,0.02
0,0.035
0,0.0
0,0.02
1,0.81
0,0.245
0,0.095
0,0.0
0,0.195
0,0.02
0,0.025
0,0.06
0,0.07
0,0.01
0,0.01
0,0.035
0,0.055
0,0.0
1,0.655
0,0.005
0,0.015
0,0.045
0,0.01
0,0.055
0,0.035
0,0.11
0,0.0
0,0.005
0,0.055
1,0.64
0,0.28
0,0.015
0,0.01
0,0.01
0,0.22
0,0.06
0,0.145
0,0.0
0,0.025
0,0.02
0,0.01
0,0.045
0,0.055
1,0.765
0,0.02
1,0.73
0,0.015
0,0.0
0,0.015
0,0.035
0,0.005
0,0.045
0,0.02
0,0.1
0,0.065
1,0.75
1,0.895
0,0.0
0,0.115
0,0.245
1,0.775
0,0.025
0,0.005
0,0.07
0,0.025
0,0.07
0,0.005
0,0.05
1,0.67
0,0.005
0,0.065
1,0.89
1,0.5128343156720354
0,0.015
0,0.0
0,0.015
0,0.085
0,0.035
0,0.035
0,0.02
1,0.73
0,0.11
0,0.03
0,0.015
0,0.055
0,0.005
0,0.19
0,0.035
0,0.05
0,0.015
0,0.04
0,0.01
0,0.14
0,0.025
0,0.01
0,0.02
0,0.005
0,0.035
0,0.035
0,0.085
0,0.055
0,0.11
0,0.005
1,0.68
0,0.005
0,0.015
0,0.05
1,0.84
1,0.905
0,0.205
0,0.04910576456347176
1,0.62
0,0.02
0,0.255
0,0.04
0,0.03
1,0.915
1,0.885
0,0.05
0,0.05
0,0.085
1,0.93
0,0.015
0,0.06
0,0.04
0,0.025
0,0.02
0,0.02
0,0.105
0,0.01
0,0.15
0,0.01
0,0.06
0,0.045
0,0.025
1,0.765
0,0.205
0,0.035
0,0.0
0,0.015
0,0.035
1,0.64
0,0.005
0,0.005
0,0.025
0,0.115
0,0.095
0,0.01
0,0.09
0,0.105
0,0.14
0,0.03
0,0.25
0,0.02
0,0.02
0,0.26
0,0.225
0,0.045
1,0.7
0,0.005
1,0.735
0,0.1
0,0.03
0,0.04
0,0.02
0,0.01
1,0.95
0,0.04
0,0.005
0,0.085
0,0.005
1,0.92
0,0.09
0,0.025
1,0.62
0,0.09
0,0.03
0,0.01
0,0.005
1,0.88
0,0.1
0,0.015
0,0.015
0,0.02
0,0.0
0,0.0
0,0.135
0,0.02
0,0.03
0,0.015
0,0.0
0,0.055
0,0.03
0,0.01
0,0.03
0,0.015
0,0.01
0,0.025
0,0.07
0,0.04
0,0.005
0,0.15
0,0.06
0,0.01
0,0.025
0,0.04
0,0.0
0,0.07
1,0.985
0,0.015
0,0.01
1,0.865
0,0.02
0,0.055
0,0.125
0,0.015
0,0.015
0,0.01
0,0.035
0,0.06
0,0.34
0,0.01
0,0.07
0,0.09
0,0.06
0,0.075
0,0.025
1,0.975
0,0.005
0,0.105
