prediction,probability
1,0.9
0,0.04
0,0.105
1,0.905
0,0.01
0,0.06
0,0.0
0,0.05
0,0.046908641300441055
0,0.035
0,0.02
0,0.005
0,0.13
0,0.005
0,0.04
0,0.01
0,0.145
0,0.06
0,0.02
0,0.08
0,0.035
1,0.85
0,0.005
0,0.06
0,0.12
0,0.005
0,0.01
0,0.0
0,0.13
0,0.02
0,0.155
0,0.04
0,0.005
1,0.705
1,0.65
0,0.065
0,0.04
0,0.05
0,0.02
0,0.03
0,0.02
0,0.035
1,0.625
0,0.13
0,0.015
0,0.025
0,0.23059475777997915
0,0.008041106347216937
0,0.005
0,0.025
0,0.085
1,0.695
0,0.02
0,0.225
0,0.085
0,0.115
0,0.035
0,0.04
0,0.04
1,0.74
0,0.045
0,0.14
0,0.01
0,0.02
0,0.035
0,0.09
0,0.02
0,0.1
1,0.635
0,0.295
0,0.005
0,0.1
0,0.015
1,0.73
0,0.035
0,0.005
0,0.01
1,0.72
0,0.01
0,0.21
0,0.055
0,0.05
0,0.065
0,0.075
0,0.065
0,0.03
0,0.125
0,0.005
0,0.125
0,0.075
0,0.03
0,0.175
0,0.105
0,0.045
0,0.01
0,0.19
0,0.02
0,0.02
1,0.665
0,0.04
0,0.005
0,0.02
0,0.015
0,0.05
0,0.035
0,0.105
0,0.005
0,0.01
0,0.005
0,0.02
0,0.06
1,0.63
1,0.87
0,0.015
0,0.02
1,0.705
0,0.06750652468942478
0,0.06
1,0.93
0,0.04
0,0.013753262344712391
0,0.21
0,0.025
0,0.05
0,0.005
0,0.015
0,0.075
0,0.035
1,0.82
0,0.085
0,0.23
0,0.03
0,0.12
0,0.045
0,0.03
1,0.755
0,0.04
0,0.03
0,0.02
0,0.02
0,0.045
0,0.02
0,0.05
0,0.0
0,0.035
0,0.025
0,0.02
0,0.02
0,0.015
0,0.02
0,0.02
0,0.035
0,0.035
0,0.065
0,0.055
1,0.68
0,0.045
1,0.76
0,0.005
0,0.135
0,0.015
0,0.005
1,0.725
0,0.11
0,0.02
1,0.875
0,0.015
0,0.005
1,0.765
0,0.055
0,0.045
1,0.93
0,0.035
1,0.84
0,0.105
0,0.015
0,0.0
0,0.005
0,0.01
0,0.04
1,0.905
0,0.07
1,0.8
0,0.1
1,0.81
0,0.035
0,0.025
0,0.015
0,0.03
0,0.0
1,0.79
0,0.04
0,0.235
0,0.05
0,0.075
0,0.155
0,0.03
0,0.045
0,0.095
0,0.015
0,0.035
1,0.67
0,0.21
0,0.015
0,0.06
0,0.04
1,0.945
0,0.005
1,0.815
0,0.025
1,0.94
0,0.075
0,0.005
0,0.04
0,0.035
0,0.12
0,0.01
0,0.045
0,0.03
0,0.245
1,0.665
0,0.005
1,0.86
1,0.675
0,0.015
1,0.72
0,0.035
0,0.08
0,0.08
0,0.02
0,0.08
0,0.015
0,0.005
0,0.015
0,0.03
0,0.015
0,0.03
0,0.225
0,0.055
0,0.01
0,0.08
0,0.055
0,0.03
0,0.055
0,0.075
0,0.135
0,0.3
0,0.01
1,0.5253714879239401
0,0.015
0,0.02
0,0.05
0,0.03
0,0.01
0,0.02
0,0.01
0,0.015
0,0.015
0,0.005
0,0.20894577293146074
0,0.05
0,0.025
0,0.12
0,0.255
0,0.075
0,0.015
0,0.015
0,0.06
0,0.03
0,0.045
0,0.22
0,0.02
0,0.01
0,0.0
0,0.07
0,0.0
0,0.025
0,0.03
1,0.715
0,0.025
0,0.055
0,0.145
0,0.115
0,0.04
0,0.27
0,0.225
0,0.065
0,0.125
0,0.01
0,0.025
0,0.025
0,0.075
0,0.0737532623447124
0,0.04
0,0.095
0,0.02
0,0.04
0,0.245
0,0.095
0,0.0
0,0.01
0,0.215
0,0.02
0,0.095
0,0.06
0,0.005
0,0.07
0,0.045
0,0.065
0,0.24
0,0.045
0,0.005
0,0.015
0,0.025
0,0.075
1,0.775
0,0.02
1,0.715
0,0.03
1,0.665
0,0.22
0,0.035
0,0.05
0,0.03
1,0.805
0,0.01
1,0.92
1,0.915
0,0.035
1,0.915
0,0.045
0,0.03
0,0.02
0,0.01
1,0.8
0,0.265
0,0.035
0,0.1
0,0.06
0,0.03
0,0.045
0,0.02
1,0.735
0,0.07
0,0.015
0,0.07
0,0.05
1,0.81
0,0.005
0,0.07
1,0.645
0,0.03
0,0.01
0,0.12
0,0.01
0,0.07428784400250456
0,0.05
0,0.03
0,0.045
0,0.015
1,0.6287532623447124
0,0.02
0,0.28
1,0.7
0,0.0
0,0.035
0,0.07
0,0.0
0,0.03
1,0.77
0,0.01
0,0.025
0,0.055
0,0.0
1,0.68
0,0.28
0,0.195
0,0.1
0,0.005
0,0.005
0,0.035
0,0.24
0,0.015
0,0.025
0,0.065
0,0.04
0,0.02
0,0.03
0,0.045
0,0.02
0,0.05
0,0.295
0,0.11
0,0.0
0,0.015
0,0.305
0,0.23
1,0.72
0,0.005
0,0.05
1,0.94
0,0.17
0,0.02
0,0.225
1,0.765
0,0.15
0,0.285
0,0.06
0,0.01
0,0.025
0,0.01
0,0.145
0,0.07
0,0.0
0,0.025
0,0.01
0,0.04
0,0.01
0,0.045
0,0.05
1,0.76
1,0.715
0,0.0
0,0.065
0,0.01
0,0.035
0,0.06
0,0.04
0,0.045
0,0.025
0,0.015
1,0.77
1,0.64
0,0.0
0,0.075
0,0.02
0,0.025
0,0.025
0,0.08
0,0.04
0,0.32
0,0.03
1,0.75
0,0.02
0,0.03
1,0.65
0,0.0
0,0.06
