prediction,probability
0,0.035
0,0.105
0,0.04
0,0.0
0,0.025
1,0.69
1,0.695
0,0.015
0,0.0
0,0.325
0,0.02
0,0.02
0,0.005
1,0.865
1,0.865
0,0.185
0,0.06
0,0.065
0,0.025
0,0.005
0,0.02
0,0.06
0,0.03
0,0.085
0,0.245
0,0.035
1,0.895
0,0.125
0,0.05
0,0.3
0,0.145
0,0.015
0,0.005
1,0.66
0,0.15
0,0.05
0,0.03
1,0.645
0,0.02
0,0.075
1,0.835
0,0.04
0,0.075
0,0.31
1,0.64
1,0.875
0,0.025
0,0.255
0,0.055
0,0.20804110634721695
0,0.01
0,0.02
0,0.0
1,0.635
0,0.0
0,0.07
0,0.08
0,0.005
1,0.72
0,0.005
1,0.655
0,0.035
0,0.06
0,0.035
0,0.135
0,0.015
0,0.035
0,0.205
0,0.045
0,0.06
0,0.07
1,0.665
0,0.015
0,0.08940858402445798
0,0.025
0,0.005
0,0.075
0,0.02
0,0.045
0,0.02
0,0.025
0,0.05
0,0.0
1,0.62
0,0.015
0,0.295
1,0.66
1,0.94
0,0.045
0,0.01
1,0.75
0,0.06
0,0.05
0,0.02
0,0.01
0,0.01
0,0.06
0,0.015
0,0.06
0,0.04
0,0.025
1,0.685
0,0.005
1,0.68
0,0.005
0,0.105
0,0.02
0,0.018041106347216937
1,0.785
0,0.0
0,0.06
0,0.075
0,0.065
0,0.025
0,0.195
1,0.635
0,0.05
0,0.045
0,0.06
0,0.05
0,0.07
0,0.15
0,0.015
0,0.11
1,0.9092878440025046
0,0.005
0,0.145
0,0.0
0,0.05
0,0.01
0,0.03450156510851419
0,0.02
0,0.13
0,0.045
0,0.02
0,0.33
0,0.085
0,0.01
0,0.095
0,0.09
0,0.035
0,0.02
0,0.05
1,0.85
0,0.05
0,0.17
0,0.015
0,0.36
0,0.06
0,0.025
0,0.095
0,0.02
1,0.7
0,0.005
1,0.905
0,0.01
1,0.675
0,0.075
1,0.91
0,0.055
1,0.6040189998747295
0,0.055
0,0.0
0,0.045
1,0.755
0,0.089565685308914
0,0.005
1,0.69
0,0.01
1,0.715
0,0.025
0,0.025
0,0.025
0,0.02
0,0.07
0,0.04
0,0.02
0,0.08
0,0.065
0,0.025
0,0.055
0,0.2
0,0.014287844002504546
1,0.62
0,0.01
0,0.075
0,0.025
0,0.19
0,0.065
0,0.03
0,0.025
0,0.045
0,0.01
1,0.84
0,0.085
0,0.025
0,0.08800417798203468
0,0.025
0,0.045
0,0.17
0,0.015
0,0.03
0,0.005
0,0.005
0,0.03
0,0.17
0,0.1
0,0.03
0,0.005
0,0.04
0,0.02
0,0.01
0,0.045
0,0.02
1,0.895
0,0.03
0,0.01
0,0.03
0,0.07
0,0.105
0,0.235
0,0.01
0,0.06
0,0.035
1,0.72
0,0.035
0,0.085
0,0.015
0,0.025
0,0.05
0,0.04
0,0.04
0,0.27
1,0.73
1,0.94
1,0.87
0,0.01
0,0.02
0,0.015
0,0.015
0,0.03
0,0.14
0,0.065
0,0.215
1,0.895
0,0.025
0,0.01
0,0.01
0,0.15
1,0.96
0,0.2
1,0.815
0,0.105
0,0.01
0,0.05
1,0.755
0,0.2
0,0.0
0,0.03
0,0.02
0,0.0
0,0.005
0,0.05
0,0.015
0,0.045
0,0.005
0,0.05
0,0.005
0,0.025
1,0.765
0,0.03
0,0.305
0,0.005
0,0.01
0,0.145
0,0.045
0,0.0
1,0.72
0,0.0
1,0.86
0,0.045
0,0.01
0,0.03
0,0.005
0,0.02
0,0.115
0,0.19
0,0.105
1,0.815
0,0.02
0,0.075
0,0.005
0,0.005
0,0.035
0,0.025
0,0.0
0,0.03
0,0.025
0,0.015
0,0.04
0,0.035
0,0.105
0,0.18
0,0.025
0,0.005
0,0.09
0,0.075
0,0.035
0,0.045
1,0.91
0,0.355
0,0.075
0,0.02
0,0.05
0,0.015
0,0.035
0,0.0
0,0.155
0,0.01
1,0.8552404913326385
0,0.005
0,0.03
0,0.035
1,0.895
0,0.05
0,0.01
1,0.855
0,0.02
1,0.69
0,0.01
0,0.01
0,0.025
0,0.015
0,0.055
0,0.235
0,0.045
0,0.02
0,0.035
1,0.805
0,0.02
0,0.035
0,0.0
0,0.02
1,0.6
0,0.025
1,0.735
0,0.0
0,0.04
0,0.08
0,0.02
1,0.685
0,0.045
0,0.015
0,0.045
1,0.945
0,0.01
1,0.59
0,0.245
1,0.68
0,0.02
1,0.905
0,0.01
0,0.25
0,0.045
0,0.035
0,0.015
0,0.0
0,0.015
0,0.04
0,0.05
1,0.81
1,0.885
0,0.06
0,0.065
1,0.855
0,0.03
0,0.04
0,0.03
1,0.605
0,0.0
0,0.055
0,0.045
0,0.005
0,0.11
0,0.205
0,0.015
0,0.06
0,0.025
0,0.025
0,0.43599897480880156
0,0.03
1,0.695
0,0.005
0,0.195
0,0.06
0,0.02
0,0.03
1,0.845
0,0.04
0,0.01
0,0.03
0,0.01
0,0.175
0,0.18
0,0.04
1,0.57
0,0.065
0,0.02
0,0.295
0,0.085
0,0.05
0,0.155
0,0.03
1,0.725
0,0.05
0,0.015
0,0.005
0,0.0
0,0.015
0,0.02
0,0.01
0,0.04
0,0.12
0,0.035
0,0.005
0,0.0
0,0.045
0,0.02
0,0.3187532623447124
0,0.015
0,0.025
0,0.205
0,0.005
0,0.03
1,0.5529347069540611
1,0.64
1,0.69
0,0.0
0,0.04
0,0.01
0,0.005
0,0.025
1,0.65
0,0.02
0,0.01
0,0.005
1,0.845
0,0.015
