prediction,probability
0,0.035
0,0.04
0,0.23
0,0.035
1,0.925
0,0.23
0,0.025
0,0.035
0,0.0
0,0.03833720093750725
0,0.17
0,0.055
0,0.08
0,0.03
0,0.015
0,0.115
1,0.765
0,0.035
0,0.07
0,0.02
0,0.03
0,0.03
0,0.075
0,0.05
1,0.905
0,0.085
0,0.01
0,0.03
0,0.03
0,0.0
0,0.085
1,0.635
0,0.03
0,0.075
0,0.14
0,0.025
0,0.04
1,0.7
0,0.02
0,0.095
0,0.045
1,0.85
1,0.815
0,0.105
0,0.02
0,0.02
0,0.05
0,0.095
0,0.025
1,0.88
0,0.015
0,0.035
1,0.845
0,0.055
1,0.925
0,0.31
0,0.07
0,0.055
1,0.84
0,0.03
0,0.2387532623447124
0,0.2830041779820347
0,0.095
0,0.065
0,0.02
0,0.07
0,0.013753262344712391
0,0.05
0,0.005
0,0.01
0,0.005
1,0.595
0,0.05
0,0.045
0,0.015
0,0.01
0,0.01
0,0.01
0,0.005
0,0.02
1,0.77
0,0.04300417798203467
1,0.845
1,0.675
0,0.05
0,0.085
0,0.015
0,0.035
0,0.005900385280601788
1,0.89
1,0.93
0,0.03
0,0.085
0,0.02375326234471239
0,0.04
1,0.77
1,0.84
0,0.03
0,0.025
0,0.005
0,0.04
0,0.05
0,0.045
0,0.02
1,0.63
1,0.74
0,0.01
0,0.02
0,0.03
0,0.015
0,0.24
1,0.865
0,0.035
0,0.005
0,0.065
0,0.005
0,0.065
1,0.905
1,0.91
0,0.03
0,0.1
0,0.045
0,0.065
0,0.095
0,0.005
0,0.045
0,0.205
1,0.74
0,0.035
0,0.05051070267145946
0,0.05
0,0.0
0,0.015
0,0.135
0,0.005
0,0.135
0,0.025
1,0.5347023690137063
0,0.045
0,0.085
0,0.03
0,0.095
0,0.065
1,0.66
0,0.2
0,0.05
0,0.04
0,0.13
0,0.01
0,0.07
1,0.76
0,0.21
0,0.015
1,0.89
0,0.185
0,0.035
0,0.065
0,0.02
0,0.035
1,0.76
1,0.905
1,0.82
0,0.03
0,0.045
1,0.665
0,0.005
0,0.0
0,0.01
0,0.01
0,0.035
0,0.04
0,0.045
0,0.075
0,0.025
0,0.08
0,0.01
0,0.035
0,0.105
0,0.015
0,0.1
0,0.045
0,0.24
0,0.08
0,0.03
0,0.035
0,0.01
0,0.035
0,0.03
0,0.035
1,0.87
0,0.11
1,0.82
0,0.035
0,0.045
0,0.02
0,0.045
0,0.06
0,0.05
0,0.05
0,0.0
0,0.045
0,0.045
0,0.025
1,0.81
1,0.81
0,0.03
1,0.705
1,0.75
0,0.035
0,0.03
0,0.15
0,0.055
0,0.015
0,0.01
1,0.65
0,0.06
0,0.015
0,0.06
0,0.03
0,0.14
1,0.815
1,0.67
0,0.05
0,0.035
1,0.655
0,0.045
1,0.705
0,0.085
0,0.04
1,0.675
0,0.115
1,0.76
0,0.01
0,0.005
0,0.065
0,0.01
0,0.01
0,0.03
0,0.01
0,0.05
1,0.69
0,0.015
0,0.05
0,0.01
0,0.01
0,0.03
0,0.06
0,0.205
1,0.7
0,0.055
1,0.71
0,0.015
0,0.18
0,0.01
1,0.9
0,0.01
0,0.045
0,0.025
1,0.885
0,0.12875326234471238
1,0.905
0,0.03
0,0.025
0,0.2
0,0.015
0,0.05
0,0.0037532623447123913
0,0.02
1,0.78
1,0.86
0,0.075
1,0.715
0,0.04
0,0.02
0,0.01
1,0.915
0,0.02
0,0.025
0,0.035
0,0.025
0,0.15
0,0.015
0,0.03
0,0.02
0,0.01
0,0.02
0,0.165
0,0.005
1,0.64
0,0.005
0,0.04
1,0.7
0,0.035
1,0.935
0,0.02
0,0.24
0,0.055
0,0.05
0,0.045
0,0.02
1,0.805
0,0.0690934967834981
0,0.2
1,0.68
0,0.18250652468942477
0,0.01
1,0.78
0,0.035
0,0.0
0,0.03
0,0.0
0,0.02
0,0.045
0,0.005
0,0.15
1,0.88
0,0.045
0,0.05928784400250455
0,0.045
0,0.08
0,0.06
0,0.055
1,0.765
0,0.015
0,0.015
1,0.67
0,0.035
0,0.135
0,0.055
0,0.038753262344712394
0,0.01
1,0.66
0,0.125
0,0.1
1,0.69
0,0.02
0,0.0
0,0.145
0,0.035
1,0.685
0,0.04
0,0.26
0,0.245
0,0.03
0,0.02
0,0.145
0,0.02
0,0.055
0,0.065
0,0.115
0,0.05
0,0.035
0,0.34
0,0.0
0,0.025
0,0.01
0,0.03
1,0.825
0,0.01
0,0.065
0,0.01
0,0.01
0,0.055
0,0.015
0,0.09
0,0.02
1,0.79
0,0.025
0,0.06
0,0.05
0,0.13
1,0.745
0,0.055
0,0.025
0,0.015
0,0.025
0,0.085
0,0.13
1,0.72
0,0.035
0,0.275
0,0.075
0,0.02
1,0.685
1,0.83
1,0.69
0,0.005
0,0.135
0,0.075
0,0.05
0,0.025
0,0.06
0,0.015
0,0.035
0,0.04
0,0.1
0,0.045
1,0.85
0,0.05
0,0.065
0,0.005
0,0.015
0,0.0
0,0.015
0,0.075
0,0.02
0,0.05
1,0.975
0,0.14
0,0.025
0,0.025
0,0.045
1,0.645
1,0.65
1,0.78
0,0.025
0,0.0
0,0.025
0,0.03
0,0.06
0,0.035
0,0.07
0,0.3
1,0.585
0,0.02
0,0.035
0,0.115
0,0.025
0,0.01
1,0.85
0,0.055
0,0.03
1,0.68
0,0.155
0,0.115
0,0.13
1,0.64
0,0.07
0,0.055
0,0.06
0,0.135
0,0.055
1,0.67
0,0.03
1,0.635
1,0.83
1,0.66
